Puzzle,Solution,
.49.........5.6..........8......93...8....47..73.1.9....78..1.3.....1..5.654.7.9.,intermediate,549382617718596234326174589651749328982653471473218956297865143834921765165437892,
..4.7.2.59....43..8...92....87.........3.14...4.....5......5......13.....59.....8,intermediate,614873295925614387873592164287456913596381472341729856438965721762138549159247638,
..3..4652..2.9.3..54............614...5.3...9.3..19.67..6.....1957....3..........,intermediate,793184652682795314541362798879526143165437289234819567326958471957241836418673925,
...52.78.....3....1.......9......6............95.761.3.53..79....1..9.2..6...3..1,intermediate,439521786576938412128764539384192657617345298295876143853217964741689325962453871,
5...39...14........734.5.8...7.9..5.3.....871..2..4.9....521...2.1..8............,intermediate,528639714146782935973415286617893452394256871852174693769521348231948567485367129,
57..2.34........6..36...7.......7...7.326..9....1..4.2....412...9........61..5...,intermediate,579826341124379568836514729912457683743268195658193472387941256495632817261785934,
......2...723.1.......75....9...7..6.6....32..3.1...9............6.9.45.3..42.97.,intermediate,583649217472381569619275834295837146761954328834162795947513682126798453358426971,
63.7.98...9....4.....4......8.......52...6......52..97.783....4.........9.2.57...,intermediate,634719852897265431251483976786934215529176348413528697178392564365841729942657183,
8....2.19...718..4.6......7..7.....11..8..46..4...32..9.32......2.4..7...........,intermediate,875642319392718654461359827237564981159827463648193275983275146526431798714986532,
..8..7.5.6....5.87.1..34.....1.....6.5....3.8.3...........63.....2......76.5.8..2,intermediate,948627153623195487517834269471382596256971348839456721195263874382749615764518932,
.187.4.2.4...91..6..6..2....67.4..82.....3.4..2...8..7.4......3........4......87.,intermediate,518764329432891756976532418367149582859273641124658937741985263685327194293416875,
.6.475.......3.7.....61......7...41..2.7..3..1...5......624..7..59.....4.....9...,intermediate,261475893485932761973618542537826419624791358198354627816243975359167284742589136,
..97.8...56..4.1.......968...38.5.9..1......3.57......7..69.5......1.........3...,intermediate,129768345568342179374159682643825791912476853857931264731694528485217936296583417,
...............8......9.64..74.6.2...9642..8..2...8..324.8.5........69....7...5.8,intermediate,962184357431657892758392641874563219396421785125978463249835176583716924617249538,
.....49..3...15..22.....651...3....9..8....2.5......839...2...4.54..1..8.6.......,intermediate,815264937396715842247893651621358479438179526579642183983526714754931268162487395,
........3.283....47....425..75....2...3.......4.....695..2.34..6...9.......8....5,intermediate,456172983128359674739684251975461328863925147241738569587213496614597832392846715,
9.4......1....2.8.......7.66.17...4.4....8.........852..29.4..8....1.42.7........,intermediate,964873215137652984258149736681725349425398167379461852512934678896517423743286591,
2.......7.5.7....66....41.8.....6275.....1..9...25.8............7...8.92...6.94.1,intermediate,219863547854712936637594128148936275725481369963257814496125783571348692382679451,
....4...98476.2...2....8...1....7...6.92.........65..7.8.....6.7..4.9..1..1.7.8..,intermediate,516743289847692153293158476158937642679214538432865917984321765765489321321576894,
...6....1.......8..9..5...245.28.3.6..3.......8219..4..1.......5..9.....86....4.3,intermediate,745628931236719584198354672451287396973465128682193745317846259524931867869572413,
96.....4.4.3..9.7.8..53.6...3.8......4..........75..8..........38...7.....1.6.5..,intermediate,962178345453629871817534629736841952548392716129756483694285137385917264271463598,
....82..658...1.4...64.7..124..6...5...9....8....4..7.....1..5...9.....2.7.......,intermediate,417382596582691347936457821243768915751923468698145273324816759869574132175239684,
8...45......3.2...6357............1...2...5...6.4..2.....13..5.4....8..25..6..78.,intermediate,827945361941362875635781924354279618792816543168453297289137456476598132513624789,
....8.........5....2.........9..48.256.2..93.7...3.5..8..7..4...9.3..2.5..3...78.,intermediate,675483129981625347324197658139564872568271934742839516816752493497318265253946781,
......6.9.......3.9...2..58.5.46........832..3.8.95..64...5....8...32..767.......,intermediate,183574629526819734947326158259467813764183295318295476432758961891632547675941382,
.3...7.....8.6.......1.........8....361........23.5.6..1..5468...5....2.64.7...31,intermediate,136847295798562143524193876957486312361279458482315769213954687875631924649728531,
..3......79.....536......7..5...6....7..59.1.3...28...5....2..18...9.567967......,intermediate,483567129791284653625931874159746238278359416346128795534672981812493567967815342,
....32......715..3.1.8...7...4.....1.5..8.......973.4......9..789..2.3..3.1.....2,intermediate,547632198689715423213894576934256781752481639168973245425369817896127354371548962,
.496.38.........4...2.....6.3..5...46..47....27...8.....6.8..9..8...5......9...3.,intermediate,549613827863527149712849356138256974695471283274398615326784591987135462451962738,
.........76........4.2..8..92.14..5.........45..98.1.....71...6817..95..2..4...8.,intermediate,152874369768391425349265817923147658681532974574986132435718296817629543296453781,
...4..91...6.7.4.................17...7.15.6...98.....6.8.3....9.3......1..9.85..,intermediate,732486915596172483481593627865349172347215869219867354658734291923651748174928536,
...59.3.7......219....8..........4.88..34..2.1..9...3....1...7.5.17..94...4.2....,intermediate,426591387358467219917283564735612498869345721142978635293154876581736942674829153,
.2.5.....1...79..5......38....8..93.....1....57.2..8...3.......9..1.....8623951..,intermediate,624583719183679425795421386216854937348917652579236841431762598957148263862395174,
...4......5...6482..8...9...72.9....68..1.....95.....1...2..86....6..27.....7..19,intermediate,923487156751936482468125937172593648684712395395864721517249863839651274246378519,
.1..835.63.4...1.....1.47....8....9...1......75...86.4..9.5......5....7......78.5,intermediate,917283546364579182582164739628415397491736258753928614279851463835642971146397825,
.23..9.......4.6...69..35.......2..7...46.2.1.1..7...6.9.7..1...35...9.......4...,intermediate,423659718158247639769183542546912387387465291912378456894736125635821974271594863,
5..1.48.7...85..4.47...........3.4.8...9.....79...81531..4..3.63......7....5.....,intermediate,569124837213857649478396521651732498834915762792648153125479386346281975987563214,
.....45...42.6...9.978...2...178.4....5....8...9.2.157.......6..2...9..1.7.......,intermediate,618294573342567819597813624231785496765941382489326157153472968824659731976138245,
........98..4......518.....2..3.....517..4....3..2.9.83.5....417....1........9532,intermediate,473615289826493175951872364289356417517984623634127958395268741742531896168749532,
.........8.1...5....2..7.6..93..5..67..3.....5..92..3.1...9..7.9..5721.8...8..39.,intermediate,679254813841639527352187964293715486718346259564928731185493672936572148427861395,
92.5....8..7..........2.....5..38.....6..5.1.3.2....7.6.5.......8.3...2..1..9.7.6,intermediate,921567438567483291438921567159738642876245913342619875695172384784356129213894756,
.8........1......6....9.715.475.....8..6...345.3........43..6..6...19.4...8....59,intermediate,789165423415273896326498715247531968891627534563984172974352681652819347138746259,
6.47..59.2.9...........6..495......6.....5.2...6..837..3....6.......4..8..2...75.,intermediate,684712593219453867375896214953127486748635921126948375831579642597264138462381759,
.....893.....5.8..8..69......3..65..4..8....7.8513.64...65.4.....9..........7...5,intermediate,652718934197453826834692751723946518461825397985137642316584279579261483248379165,
7...65...9.28.....5..2.........1..8....38.6...6.5.7..9.9....5..2.1..3.....87..3..,intermediate,784165932932874156516239478425916783179382645863547219397428561241653897658791324,
...8.25....9......18..9...4..6.5971....7.......5....8.2.7..1.98......2..658......,intermediate,473812569569437821182695374846259713321786945795143682237561498914378256658924137,
.6..5.3.4..23....8..5.......267.3.457..4.12......6.73............8.2.6......47...,intermediate,167958324492376518385214967926783145753491286814562739671835492548129673239647851,
512..........56.21.763.....865..39.......56....9..........3...23.79........2.1...,intermediate,512879436983456721476312598865123947241795683739684215194537862327968154658241379,
.....3......5...364...6.5.......2.79.7..5....23.....4.6....7.8..4.6.8..79......24,intermediate,156483792798521436423769518564812379879354261231976845615247983342698157987135624,
..876...5..61...4.......8......3......3...7.4...6.93.....97....19..83...5...1..38,intermediate,238764195756198243419325876641237589923851764875649312382976451194583627567412938,
6.4...........4..8..76....35.28.1..6.8...........3..7..134.5...4.........5.362...,intermediate,694583721135724968827619453572841396386957214941236875213495687469178532758362149,
59.872.1.7...9......1......9....6........4..96...5.7..1.4....5......76....21.....,intermediate,596872413738491526421563897947326185285714369613958742174639258859247631362185974,
.39....6..1...4...6....32.....7......94...73..53..9.......1.5..175.9.6......4...7,intermediate,439271865512684973687953241261738459894125736753469128346817592175392684928546317,
38...........1.........2.9.4...7.2...1....4.....9.38.76241......3...6.....8724...,intermediate,382697541549318672176452398493871256817265439265943817624139785731586924958724163,
.9.7.2.8.......6....43...57.6.....488.7..69..9.....2.6....74......2.5....7.839...,intermediate,195762384738541692624398157261953748847126935953487216519674823386215479472839561,
........6.81.....3.5.8.......3......9...1.738..5.6....7.9..1....2.73.86......52.7,intermediate,497123586681457923352896174813974652946512738275368419769281345524739861138645297,
..54913............4.5......2.1....5.....2..67....3.9.....3..2..5...7...973.1....,intermediate,265491378897326451341578269628149735539782146714653892186934527452867913973215684,
...6..5..97...2....5....396..13..6....29....56....521...4..31...1.26............4,intermediate,143689527976532481258471396581327649432916875697845213864793152715264938329158764,
.......847..4...6.....1........7.3214............8.5.7.4...12....57....326..35..8,intermediate,519326784723498165684517932958674321472153896136289547347861259895742613261935478,
.7.9.4..6.4.35.....3....5.....49176....6..3.2......9....21...7.....6.....642...93,intermediate,578924136941356287236718549325491768419687352687532914892143675753869421164275893,
3...92.7.9.4.......17.........921......5...6.243..6.....9..3......71..451......3.,intermediate,386192574924357618517468392765921483891534267243876159459683721632719845178245936,
....3.....2......5..7.9........28..........8.53..1.9.....27.5...9145..73..23..41.,intermediate,185632749926147835347895621614928357279563184538714962463271598891456273752389416,
.....1...5.1379.8....4..9..94.....6....8.4.........7....65...38....8...6....17...,intermediate,489261357521379684673458912942735861167894523358126749796542138215983476834617295,
6.83....2...........51...8..19...4...3.5.8.......1..6.2.14....5......6..8.3.96...,intermediate,698345172124789536375162984719623458436578219582914367261437895947851623853296741,
.1.4.35..9..71.....3765.9.....37......3.6.49...1..9.56.64...72........1.........4,intermediate,612493578945718263837652941596374182283561497471289356164835729328947615759126834,
..31.5.....5....481...4........52...58.49...73...7.8..7......2.42..............3.,intermediate,843165279265937148179248563617852394582493617394671852731584926426319785958726431,
4.67..........865.....5.9...7...9..2.84.......95..18....1.4..65......19.........7,intermediate,456793281739128654812654973673489512184562739295371846921847365547236198368915427,
5......2..98........13.6.....2...63...7.58...1.....5.7..5.......2...7.6396.1.....,intermediate,546789321398215476271346859452971638637458912189632547715863294824597163963124785,
2...6.1..19.5......5...7...4.........7.........1734.5...431....3...9..46.25.....3,intermediate,243869175197543268856127394432951687579682431681734952764318529318295746925476813,
..749.....92.........6..3..........326395.....5.7.....7.583...9.3......28...24...,intermediate,387495261692317845541682397978241653263958174154763928725836419436179582819524736,
...7.32.6.7......82.6..4.371.8..6..3437..................3.2.5..21........46.8...,intermediate,845793216973261548216854937198526473437189625562437189689342751321975864754618392,
5..3...768......5...3.8......5.....7........8..4..3...7.2..84.9.....4.6..9.7.63..,intermediate,549312876826947153173685924935861247217459638684273591762538419358194762491726385,
....4.....241....8.3.8.6.....3......21.6834..4..7.291.6...14....82...7.........9.,intermediate,856947321924135678731826549573491862219683457468752913697314285182569734345278196,
..48..7......4..6...8762......1.8..9.6.....7.1..29.83..4.6273..2...19......4.....,intermediate,624851793571943268398762415432178659869534172157296834945627381286319547713485926,
4.3..5.....6......71....4.3.5..3....834..1..........755....48......7...1....9.76.,intermediate,493815627286347519715926483957632148834751296162489375579164832648273951321598764,
4..38.6..6.1.5..2.3...2.48.5...4.8..24....1.......1..387................1..23....,intermediate,425387691681954327397126485513642879249873156768591243876415932932768514154239768,
.1...8..6.4.7....3.5...4.82.3...5...6............46..51.4.57.68..3.....7...8...2.,intermediate,312598746846721953759634182438275691675189234291346875124957368983462517567813429,
..429.....5.4....1....7.8..7..9.......8.54.....1...7......8..14...6.2.8..6....5.2,intermediate,184295376357468291926371845732916458698754123541823769273589614415632987869147532,
....4....9.........6..3.8..6...58.4..397.....4...2..9........535..2..67.79.3..48.,intermediate,357842916928176534164539827672958341839714265415623798286497153543281679791365482,
..41..6.359....12.2......4..3.8.....61..4.....29..3...............618..2.8..32...,intermediate,874129653593486127261357948735891264618245739429763815152974386347618592986532471,
38..49..7.1.7.....75..3..6.....76..5........9...4..81..9....1...........53..8.4..,intermediate,386149527912765384754238961149876235863512749275493816697324158428951673531687492,
3...........58.9....92...6..1...2...8...37..2...91..5.7..3..6..9.61....5..8.9.7..,intermediate,352769184467581923189243567614852379895637412273914856741325698936178245528496731,
....7.1.979....6..2..5.8..7.5.....6....24.....7...5..........4.9.1.8....48..6.71.,intermediate,548673129793421685216598437152937864839246571674815293367152948921784356485369712,
1873.......68.1...2..4.......3....6..5..837............7.2..65.....7..2.....6583.,intermediate,187326594546891273239457186713542968954683712628719345871234659365978421492165837,
...9..5.1..1..4...4......8.5.8.....3.4.7.8.9.9...3...8....2..39.2.....5.....15.7.,intermediate,237986541681354927459172386568249713143768295972531468815427639726893154394615872,
7...2...6...95.........85.1...6.5...8.47..6....2.....4..7..1..2.....479.....6..8.,intermediate,758123946241956837639478521973645218814732659562819374387591462126384795495267183,
......4...8....32........79..1.47.8...3..2..4....83....27.3.1...9451....1.....9..,intermediate,372891456985764321416325879251947683863152794749683512527439168694518237138276945,
...7....57..........1....423..67..9...79....4.1...32........6.......2.315.3.69.2.,intermediate,238746915794215863651398742325674198867921354419853276142537689976482531583169427,
....785...26.5.7.........2.........3..9.3......29.6.5.81.......3..52.6....5.1..9.,intermediate,943278516126459738758361429581742963679135842432986157814693275397524681265817394,
.....9......6.7..56853.....249.....3.7..3....8..9..7.65.7.2.....6.........24..3..,intermediate,724159638391687245685342971249576813176238594853914726537821469468793152912465387,
..1.98...4.....3.2.......5..2.6........8.42....85..639..6....1.....6....8..1.2...,intermediate,351298764469751382782346951527639148693814275148527639276985413915463827834172596,
..19..6....6...8.4.......5..87..1....5..94.7....3.8.6.9.......34.8...1....5......,intermediate,821945637596732814734816952687521349153694278249378561962157483478263195315489726,
..1.8...6.8.6..251........87...68..9.5.9...7...85.....6.94......14...962......4.7,intermediate,291785346487639251563214798742368519156942873938571624679423185314857962825196437,
...64.8.......8...42....17...6.8..27.7.2.3.4...27..3.8......4..1..5.........64.3.,intermediate,791642853563178294428395176316489527875213649942756318637921485184537962259864731,
7.6..34..2..6..9.1........3.63.1...8...28.6.........17..7......6....9....24..7...,intermediate,786193425235648971491572863563714298179285634842936517957421386618359742324867159,
...3......6..49..........1..47563....1.7.....536.9.7......5......5...2.72.....4.3,intermediate,729315864163849572458627319847563921912784635536192748374258196695431287281976453,
..7...2.6..........592...411....9..4....2........47....749....362.75.........3.6.,intermediate,417895236268314957359276841182539674746128395935647128874962513623751489591483762,
.6.7....28......4..4.15..3.......7.8....3..1.128...35.453...2...........2.15...8.,intermediate,365784192812693547749152836634915728597238614128467359453879261986321475271546983,
81...4.....6..9..47..1.....58...24..9...1.72.67.4....5.......5......69..2.8.....6,intermediate,819254637326879514745163289581792463934615728672438195463927851157386942298541376,
.7.4...5.3.5..........18.63.1.......4.67...2....2.5...5....7....3.....16....64.7.,intermediate,671493852385672194942518763213946587456781329897235641569127438734859216128364975,
.5..8.1.41....5.8.......6....56...2..165....9..9..47......7...2.91......82....56.,intermediate,652783194143965287978421635485697321716532849239814756564378912391256478827149563,
......61.9....1.4.....5.....3...75..14.9..72.6...153..4....9..27.6.........2.....,intermediate,258794613967381245314652987839427561145936728672815394483569172726143859591278436,
..81.3.7.....5.8.25...8.3......3...9...8.4.27......45...13.2......59...42.4..7...,intermediate,468123975713459862529786341147235689935864127682971453851342796376598214294617538,
42..1.6....9.5...1..642......56...8..48......31........83.92...9..84..3..........,intermediate,427918653839756421156423879795631284648279315312584967583192746961847532274365198,
..1.....7......83.6.........27..1.63.8..37..93.4..6.8...2.13....6.8..4....8....9.,intermediate,841362957279145836635798214927481563586237149314956782492513678163879425758624391,
482.9....3....2......1.......93.7..212...........58.19.....3.97..7..9.5..5......8,intermediate,482695731361782945795134286549317862128946573673258419814523697237869154956471328,
..7.....6..6....41.9.......63..92..7.4...5.....2.1.9.5...46......4.23.7.....796..,intermediate,457281396326957841198346752635892417941735268782614935579468123864123579213579684,
.....3..87..5.................3.15.......23...49...8..1..9.7.5.83.2.5.41.2....7..,intermediate,592413678716528439483679125278391564651842397349756812164987253837265941925134786,
3.8..7...4.....6.7..65..18....7..43..5763........8.7...2.3..8.....4....5.......2.,intermediate,398167542415823697276549183182795436957634218643281759529316874831472965764958321,
.4.3.57....1..2...37.8.1....1.............54.7.6.4..28.....6857...............612,intermediate,249365781681472395375891264514283976928617543736549128493126857162758439857934612,
6...41....3.2...74...5.3....24.1...5.........7519......1..5....2.67.......9.6.2..,intermediate,697841532135296874482573691324617985968325417751984326813452769246739158579168243,
...........8...1.6.7...5..3.8.......6...8347.19....53.3...58.1.5...76.....9.4...5,intermediate,215639847938427156476815293783594621652183479194762538367258914541976382829341765,
.59..6...67.92.........3.....35..74.....1.3.6.1.........72...3.4....9.6.921......,intermediate,359186427674925813182473659893562741245817396716394285567241938438759162921638574,
...6....39....45...7...2......2.3.....2..74.9...491.6.4...5.2..........75....6..1,intermediate,824615793931874526675932184149263875362587419758491362416759238293148657587326941,
91.6....77.....2..85...9..6...792..........5..8..4...21..8...6.2..1..........6...,intermediate,912683547763415298854279316531792684427368159689541732145827963296134875378956421,
5.1............4....7.3..96.49...1..6.319....7...8..4...8.6...31......6......5..7,intermediate,591846372836729451427531896249657138683194725715283649978462513152378964364915287,
9....6...4.62...7.3..5...........9...6..57..1.....3.65.3.46...2....2543.....1.79.,intermediate,975836214486291573321574689153682947864957321297143865738469152619725438542318796,
.37..6..1....3...2...1.....21.4...397.491...8..8....7..........9...48.....2679...,intermediate,437826951189735642625194387216487539754913268398562174873251496961348725542679813,
.247..3.8.9.84.1.2...1....6.7..3.2..639.......8...1....139.....8..42.............,intermediate,124765398796843152358192746571639284639284571482571639213958467865427913947316825,
64......2.78..6.........3.5...4.5.3.....285...3....28.8.4....9.927...6.3.6.......,intermediate,645193872378256149219784365782415936496328517531967284854632791927841653163579428,
3..6.........1.5..4.6...98...5.2....6............4.2.3..8..56199....8.5......1...,intermediate,357689142892714536416352987735826491624193875189547263278435619961278354543961728,
.8.7943.....2......1..8......83......6.....4.3...26.81..36.7.............47.19..6,intermediate,286794315435261978719583462178345629962178543354926781823657194691432857547819236,
....45.68.5...8..3....9.......4..6...34...2..8...7.3.....23......2.87.....5...9.2,intermediate,293745168451628793678391524529413687734856219816972345147239856962587431385164972,
...64.1...3...1..4...5..68..1.32....2..19.....8...4...6.24.9....4.26.3...9...5...,intermediate,879642153536981724421573689715326948264198537983754216652439871148267395397815462,
.9....63.2...1........6.57..1.9.......3.4.2..5.6..2..3........4.4.3..965....9.1..,intermediate,195487632267513849834269571412936758973845216586172493629751384741328965358694127,
3....7.2.....8....9.4....3.1.7...3.2....2.15..5.47...........8.....32.....891...4,intermediate,385147629672389415914256738167598342849623157253471896521764983496832571738915264,
...1.....1.58.......7...35.9.1.3.2.56.......97.8..61.3..3...6.8.....5..........7.,intermediate,369154827125873496487962351941738265632541789758296143593427618874615932216389574,
.1.9..48.4.8....1..9.........6....34..4.9....97..65....6........47..........5.678,intermediate,615937482438526719792841356256718934184293567973465821861379245547682193329154678,
9..3..62..6..9....5....2..88.4..6...1....8.......1....453..18.9....6.4........25.,intermediate,947385621268194375531672948874956132125438796396217584453721869782569413619843257,
1.3..........2..5.97...4...2.5.8..4...9.1..27.8..........14...3314.....5.....5..2,intermediate,153968274846721359972354168235687941469513827781492536528146793314279685697835412,
68.2.....1...73..5...5.48...6.3.....5.....6..31.....4....425......1..4..85.7...3.,intermediate,685219374142873965793564821467351298528947613319682547931425786276138459854796132,
..3....5..6...4.1.7..38...6...57.....9741.........96..35......1.1.74....6.9....3.,intermediate,923167458568924713741385926436578192297416385185239647354692871812743569679851234,
9.37.....746..8.........9..3......1...185....46...3....7..9..68.......5.1..4....3,intermediate,953742681746918532812536947387629415291854376465173829574391268639287154128465793,
853.....1.2..156........2......5....5....4..7.64...8..715..8.4..8..7..2.6..4.....,intermediate,853642791927315684146789235378956412591824367264137859715268943489573126632491578,
...1..6.......4..35.8.........8.9.72......9..7..6....81.578....96...5.2.....3..15,intermediate,374128659612594783598367241436859172851273964729641538145782396963415827287936415,
92....1......65....61..78.4...6.97..2....19.5..8....1.....9.2.8.............86.4.,intermediate,925438167487165329361927854143659782276841935598372416614593278852714693739286541,
5...6..3.....2..4...3....196..29....34..1..8......8....14......92...3...8...45...,intermediate,592461738187329645463857219658294371349716582271538496714682953925173864836945127,
...34.1........5.3.5.1.6.8.8.4.5.269...9.4...........8.7.4.....6.9..8.7.....9...5,intermediate,987345126216879543453126987834751269562984731791632458175463892629518374348297615,
479......8...9...26........73..6.9..96..237.4..8..........3...5....5984....67....,intermediate,479382156813596472652741389731465928965823714248917563187234695326159847594678231,
..6.157.37.8...2........4...45.3..1....6543.....8...2....32..4.5....6...6....8...,intermediate,496215783718463259253987461945732816182654397367891524871329645524176938639548172,
..84....7......95...2........45182....162........9...6.1.....75.2...169...7.6....,intermediate,198456327346287951572139468764518239951623784283794516619342875425871693837965142,
4.....2.......25.....6...3...3..1..5.86...14.1..78.........4.2...5...8.3..7.2...6,intermediate,438579261619342578572618934723491685986235147154786392361854729245967813897123456,
3..9.14..92..5.1...........59.....1.....175..8.7.4........72....4...39521......7.,intermediate,385921467926754138471638295593286714264317589817549623659872341748163952132495876,
.6.....4.........65....2...4....983...84.........31..5......1.298..2....6.13.8..9,intermediate,162573948873914256549682713415269837238457691796831425354796182987125364621348579,
62...1..751..4.......5.....35.1.......7.....6...4.6..........5..62.8...418..7..32,intermediate,623891547519742863478563291356127489247958316891436725734219658962385174185674932,
....239.....4.7285...8..43...7.......5...48.....29..4..7..4.1...4.572....92..1...,intermediate,584623971936417285721859436467138592259764813813295647375946128148572369692381754,
98.........2.95.6....8...3..46.8.......72......53.6..2374.................9..354.,intermediate,981637254432195867657842931246589713813724695795316482374958126528461379169273548,
.5..9.7..........68.9.....1.3......298.....6.5.2...19.3.52..6.867.......2....1..3,intermediate,153692784427158936869374521736915842981427365542836197315249678674583219298761453,
.5.4.782.....2..47......6..7.....2.353....18....84.5.....35.....7...1..8...7..316,intermediate,956437821813625947247198635784519263539276184621843579168354792372961458495782316,
...5.2.....83.1.4.....7....5..9....3...42....984.1.....7.2...91..5....78..1.8....,intermediate,719542836658391742432876159527968413163425987984713265876254391245139678391687524,
..59.24..4..7...16....6...8.8..462.....5...........1.9.4..8......9.....57......6.,intermediate,865912473432758916197364528983146257271539684654827139546283791329671845718495362,
.6837.........8...5.74........984653.....3..7.....594......148........31.5....7..,intermediate,168379524924158376537426198712984653495263817683715942279631485846597231351842769,
.9...8.3...1.5.7.95...73..1.184.............2.....9..79...1..43...3..2..2....5...,intermediate,792168534831254769546973821318427956679531482425689317957812643184396275263745198,
.182.....3....9.......6..1.......5.3....27..8.5...6.9..7..918...32.........68....,intermediate,418273956367159482529468317286914573193527648754836291675391824832745169941682735,
...16.........3..72.....4.3.......399.....2....1....567...56..2.5.71....3..2.9...,intermediate,573164928184923567296587413425671839967835241831492756749356182652718394318249675,
.5..2....7.......5..31...6.....9...8..8....32.1.....9.9..3..681....5...32.7....5.,intermediate,859627314761943825423185967372596148698714532514238796945372681186459273237861459,
368..75....4......7..46...89...5......2.843.......6.9.54............2..7.93......,intermediate,368127549154839726729465138981253674672984315435716892547691283816342957293578461,
...6.9..1.....5.......8......3....6..1.5..8.27.6.32....2....17..75..12896........,intermediate,538649721967215348142387695283194567419576832756832914824953176375461289691728453,
.46..9............21....647..8.9...19....7.5...1..4.2..94...1....581.....2......6,intermediate,546729813783461295219358647478295361962137458351684729894576132635812974127943586,
..8...2...4....95.....8..1......64.9.5..........4.2......6.1..5.9..4..7.67.5..8.2,intermediate,918765234746123958235984716187356429452897163369412587824671395593248671671539842,
.459...2..2..7..813...1.........3.......2....89.....42..1.98.3...715..9.2......1.,intermediate,145986723926375481378214956562843179714529368893761542451698237637152894289437615,
.....37.52..5.4..............9......5..7..1..1.69..274.6.4..5....2.9.4.1..5....69,intermediate,694213785287564913351879642729146358548732196136958274963481527872695431415327869,
3....851.4...3.9....16...8.824..51...3...2...1..4...9......62.....9...5......3...,intermediate,396278514478531926251649783824395167937162845165487392549716238783924651612853479,
.......17...1.6.......9784...........8.72...9...645..2.4....9...295.86...17......,intermediate,296834517874156293153297846762981435485723169931645782648372951329518674517469328,
4.....7...76......9.........1..3..7..29..1.4......9.23894.6....1......3...3.7..68,intermediate,432596781576813492981247356615432879329781645748659123894365217167928534253174968,
4........16...79...9....1...4...3...7..8.9...9.5.4..3..5..6.4..8..13...53......6.,intermediate,428915376163427958597386124641273589732859641985641732259768413876134295314592867,
..78...6.....7.1.2.82...7.5...1....6.5.9.........8....79.3.1.....15....3.6...9.1.,intermediate,547812369639475182182693745273154896856937421914286537798321654421568973365749218,
..3.2...99....1.....1...52.....4..65.6.7..1.3.3.......74.2..3..6..5...74....1....,intermediate,573624819926851437481379526897143265264785193135962748748296351612538974359417682,
..7.9..6.39...5.8.6.8.34.5......6......8..9.4....2..........5.2.....3...4.5...87.,intermediate,547298361392165487618734259931456728256871934874329615183647592729583146465912873,
.2..........2.4.3......6.79....6.....915...2.647.......7.94..65..5...142....3.7..,intermediate,326798451719254836584316279253461987891573624647829513178942365935687142462135798,
.5..83.......4.2.....2.96..8.....56.9..6....1......84...4..1.....54...3.3..9..1..,intermediate,256183497739546218418279653871394562942658371563712849694831725185427936327965184,
9..2...8....9.........8.3.2......625..3..19....46.51....94.......5..62.331.......,intermediate,937214586528963714146587392871349625653821947294675138769432851485196273312758469,
.....6.3..4....79...793.4.859.8.....4...7..2..3....84.6.......2..3......8.....57.,intermediate,985746231341528796267931458592864317418375629736192845679453182153287964824619573,
......7.....6.89...8.....6..58..6..312.......6...2..9...538...17..1..62..1.2..3..,intermediate,396512784571648932482793165958476213127935846643821597265389471739154628814267359,
8....1....9......1....6528.......7...1.....383...82...7......2.2..1.3675...5....3,intermediate,827431956596278341143965287958314762612759438374682519735896124289143675461527893,
6.9.......52.8..9.1.....5......75.6......2.73..36....171....9...6...7......8....2,intermediate,689534127352781694147269538821375469596142873473698251715423986268917345934856712,
.........4.813..2.631..2..4.15......2......7............2.56..87...1.46.5..8.71..,intermediate,927684513458139627631572984315798246294365871876421359142956738789213465563847192,
1..95.....5.........8..4.3....8...6...6417..99......7.63..........6.8.....41.5...,intermediate,163952784457381926298764135572893461386417259941526378635249817719638542824175693,
9.....41........85...5......4...6...1.8.3...4.....9.6.6....1...3....862185....93.,intermediate,935827416712964385486513279249176853168235794573489162627391548394758621851642937,
..69.3..2.3.7...68.9....7.........8....861..7.2..39..5.62..8..3.7...5..6..5...8..,intermediate,786913452231754968594682731619527384453861297827439615962148573378295146145376829,
..96.7.3..4......8...15.....61..354.4..9...8.5...1.......5..8..18..643..7........,intermediate,819647235645392718237158496961283547423975681578416923396521874182764359754839162,
.1.........538....8...526.....56.9...6.........38.9...1...4......4...3...521....9,intermediate,217496853645381792839752614421567938968234175573819246186943527794625381352178469,
..6....9..9.16...3..8.7.2........7.1.........1..7.9.2..7.2....83....81.9......53.,intermediate,516823497297164853438975216859342761723516984164789325975231648342658179681497532,
..7.....2.63...7...2........5.7...2...836...4..4.9.3......3.8..6..5...9..4...2.6.,intermediate,987653412163429785425817639356741928298365174714298356572936841631584297849172563,
......5...8.1.4.62...2...31....6....59.8....621.5.93.8.2......5...64.........8.9.,intermediate,142396587783154962659287431837461259594832716216579348428913675971645823365728194,
...6..4.3..1......7....4...........8.7.3........1852..2...7...1..3.5...2.....284.,intermediate,529618473481793625736524189315247968872369514964185237298476351643851792157932846,
23.7.48..7.4..132.....8.............6.2..51....3..827.8..5.274...6..7.1.5........,intermediate,235794861784651329961283457178326594692475138453918276819562743326847915547139682,
....72865......3.4.......2....2...78.837....2.....69...48.6..53.2.8.4....675.....,intermediate,491372865276158394835649127614293578983715642752486931148967253529834716367521489,
.9.5.6..1...2.........8..3..4.....9.96...38....8...3.5..2.4.5.3......41....35..82,intermediate,897536241634217958521984736243865197965173824718492365182649573356728419479351682,
