Puzzle,Solution,
8...5.......284.1...49..5...4...9.6...2.3..5......29.....3....8.....5.4.38..1..2.,expert,896751234537284619214963587143579862972638451658142973465327198721895346389416725,
...9..........17.9..6.5.......628.....51......3....1....2.6...36..5739.889.......,expert,317946285524381769986752341179628534465137892238495176752869413641573928893214657,
...........56..7.23...2.5....3..9..7..........4...219.51....4..9.2.61..5.3..7.2.1,expert,721584936485693712369127548153849627297316854648752193516238479972461385834975261,
3...1257.8..57..1.1....8...48...1..7.5....8.4.6..8.12........3..1725.............,expert,346912578892574613175368942489621357251739864763485129524896731917253486638147295,
...51.....9..234..2.5....3...........4.2..7...871.9...87.3...95...9...27.....8...,expert,438516279796823451215497638152674983349285716687139542874362195563941827921758364,
.17..4....83.1.5...9..6..17.......3..5.8.........5..9....7..36......5..44...8.9..,expert,217594683683217549594368217162479835759836421348152796925741368836925174471683952,
.....84.34...2.9..8...6..1.....83...36...924.......5.1...192...6..........26..35.,expert,716958423435721986829364715251483697367519248948276531573192864694835172182647359,
4.61....5...6.....25..4.1.65........92...16.7.134......4.9.5...1..27.3..7........,expert,436198275871652943259743186587369421924581637613427859348915762165274398792836514,
.....6.7..2..7..........9.5..5.....1..18.7.5..8.9......78.5..4..9..426...1...9...,expert,154396278829571436637428915765234891941867352382915764278653149593142687416789523,
.2.9.7....69.......4..3..91..61..7..5.2....4.4..7....9.....62...3.4.9......3.....,expert,321967485869514327745238691986145732572693148413782569194876253237459816658321974,
7.8..........2..16....89.25.71....38..3...2........65......8.9.19..76..2.82......,expert,728165943935724816416389725671952438853641279249837651367218594194576382582493167,
9.4..1.6...6.439.8.8..6........19...3..4...1....5.......9...1..8.7..6..3.1..75..4,expert,924851367156743928783962541278619435365428719491537682539284176847196253612375894,
..8.41...7......9......3...1...2.....8...9.1..39....279...7..82...8..1...5.1.4.3.,expert,398741265746285391521963874165327948287459613439618527913576482674832159852194736,
1...9...7........4..2.4.13.6.7..9...9.3..462..2....4......26..........5...6.73...,expert,134892567865137294792645138647259813983714625521368479358926741279481356416573982,
.8..9.....7.....1...4..1..5..1.8..47.3...98..8.......1956...1.........6..1.8...3.,expert,183695724579248613264371985691583247437129856825764391956432178348917562712856439,
......98...8....716.....5..1......5...4..2.....5.81.47.7..1.......9....6.56.7.2..,expert,527163984438259671619748523163497852784532169295681347372816495841925736956374218,
51......9..9.....2.3....6...589.....37.6..........73.8..7.58.......2.8..2....3..1,expert,512864739869375142734219685458931276371682594926547318647158923193426857285793461,
.4....9.66....7..29.85........87..5......6.....235...47..........34.28.......3...,expert,547238916631947582928561347316874259495126738872359164789615423163492875254783691,
...9..8.239..4....8.2...........41.9.4..1..8.9...3847...........3..5.74..15......,expert,174965832396842517852371694583724169647519283921638475468297351239156748715483926,
.45....612..3...5.....6.49..6..4..3..5..9.....3.2.5......176.......3.....2.4..61.,expert,745829361296314758318567492862741539157693284439285176584176923671932845923458617,
7.36......45......8....5........69.1....9......4.786.5..8.197.66.7..3....1.8..3..,expert,723684519945721863861935274372456981586192437194378625238519746657243198419867352,
.6..4.9....9.5..835.7.3.........38..631.78.5..78..56......6.........9..4.5..8....,expert,362841975149756283587932146495613827631278459278495631924367518813529764756184392,
1.5..8.........7.....645...5....94...8....1...2.1..9.6...4.......65.1..2.74.2....,expert,165798234948312765732645891517869423689234157423157986251483679896571342374926518,
..4.8.3......31..2.2.....4..97......3..6..8.........172..7.96....6..2....4....1.8,expert,174285396965431782823976541497158263312697854658324917281749635536812479749563128,
.84..271.9...5...2.1...8...........8..1..4.76...9.....2......8.......6.9.7958.1..,expert,584692713963751842712438965457316298391824576826975431245169387138247659679583124,
7...8....1.3.............3..8.1.4.....7.3...44..5....18.96...4..6.3.19.....4...53,expert,752983416193746825648215739385164297917832564426579381839657142564321978271498653,
5...3...1...6.........79.....2.5.1.4.......7....31...62.9..763.1.4..5..7........2,expert,598432761427681359613579248362758194841926573975314826289147635134265987756893412,
835....4...9......1..3....9.9...7.8.7...3.1...6..19...3.......6...78....51..46...,expert,835961247629478315174352869491527683758634192263819754382195476946783521517246938,
.8...........5....2.4......4...8...15.9.1.......7.435..5.97..1....53.8....34.8.97,expert,785142639361859724294367185436285971579613248128794356852976413947531862613428597,
.9...............6..32....5.76.8....3..5...729....78..5...7...46....89...27..563.,expert,894756321215834796763291485176382549348569172952147863589673214631428957427915638,
.2...5.73.58....2....21.6....47.........3...5..5.....6...4..8...3..27.4..7.......,expert,621845973958376124743219658364758219197632485285194736512463897836927541479581362,
8.....62..6....5...4.6...9.4..........7..9.829.8.264.....7..34......38.9..5..8.6.,expert,819574623763982514542631798421857936657349182938126475286795341174263859395418267,
.....1..6..1...59....65.42...98651...3.....8....4........29.......1.6..89.6.38...,expert,295341876461782593873659421729865134534917682618423759187294365352176948946538217,
.........745....9.9.238.5.....8....5.1.52..73.2....9........45....15...2..4...8..,expert,831495267745612398962387541397846125418529673526731984173268459689154732254973816,
........8....83..6.4.6......2...9...46......7...2.......65.74..8..3...255.9..27..,expert,657924318192783546348651972723469851465138297981275634236517489874396125519842763,
.3..8.4...6..2....2..1.98...1....3....3....9......4..1.....3.691.429..7..........,expert,539687412861425937247139856612978345473512698958364721725843169184296573396751284,
..8.5...6.......4...4..3.583..84..2..527..4..8.69.5..367.3...........9......7..6.,expert,218457396735698241964213758397841625152736489846925173679384512481562937523179864,
9..8....4.156..3.8.3.......3.1.....5...........4....7....7.18..56.4.3..1.....8..6,expert,976835214415627398832149567321974685759386142684512973243761859568493721197258436,
.478........6.....3.9.24...8..7.1...7.1........42...6.48....9.3....8.2.1..23.9...,expert,647813529258697314319524786823761495761945832594238167486172953935486271172359648,
72.51..34......7.9...2.3.....74....2......9.8.349....18........4.13......7..8....,expert,728519634315846729649273815987451362156732948234968571893127456461395287572684193,
..2739...397...........5.......6.......327.91.735.16.........69.46.7....9...42..7,expert,852739146397416258461285973519864732684327591273591684728153469146978325935642817,
.........657....3.1....5.673.8...7..7......48.9..8..5..6..3..1.93......55....14..,expert,283176594657894132149325867318459726725613948496782351864537219931248675572961483,
9......4..24...96..6...53...7...452....3.24.7..3.5.8.......9....5..63....8.......,expert,938216745524738961167945382871694523695382417243157896316479258452863179789521634,
.42...9.7.....2.48....7..6...9...6....5.1....7..4.6...6....5.....79.....19.2..45.,expert,842651937576392148913874562429538671365719284781426395634185729257943816198267453,
9.41..7...6.....9.7.......3..9.8.4...214.....8.7....2........364..2..1791.6..3...,expert,984136752563724891712895643659382417321457968847619325278941536435268179196573284,
.7..6.852..4.....6..8..1.9.....52................4...7.9.21.6.5.167..4..4..5..9..,expert,173469852924875136658321794749152368231687549865943217397214685516798423482536971,
....9...81...8.94....173.5..5.4...8....7.9..............3...4..9.5..1832.21.....5,expert,567294318132586947894173256356412789248759163719368524683925471975641832421837695,
.9.....6..4..8..7..18........5...4.......72.6....5.18..74..6..8..2.7...5...928.4.,expert,597132864243689571618745392725861439831497256469253187374516928982374615156928743,
...8..42...2....86.....43.9.6....8.7..9......85.4.....6...3.952.2.6.8.4.97.......,expert,713869425492375186586124379264953817139287564857416293648731952325698741971542638,
5.7....2...39....7.24....8...2.6....9.....76..76..34.2..93....4......3......46..8,expert,597834621683921547124675983452167839931482765876593412269358174748219356315746298,
..4.2.5..8..5.1.4..7.49...2.....24.6.1........56.8..........2....5..86.9....6..18,expert,394827561862531947571496382738152496419673825256984173687319254125748639943265718,
.6.7...237.........2..5.8....5....8...73...6168.....9..3....5.6..28.7.......9....,expert,568749123714238659923651847345916782297385461681472395839124576152867934476593218,
97....24.........7.......1..2..18...8..95.........7.31.84..5...2...3.....5.172..8,expert,971386245632541987548729613723418596816953724495267831184695372267834159359172468,
.5.2..3.4.....4185..8.......12.....93........5.64....1.2.3...161....25..8.35..4..,expert,751298364239764185648135927412873659397651248586429731925347816164982573873516492,
.3..1....51......27.8.2.........7.8.4..63...5.27....3...61....32...6..51..3....7.,expert,932816547514793862768425319395247186481639725627581934856174293279368451143952678,
1.....83...92....72....8...7..9.3.18........5...1...9.5...8..71.2.4.5.8..9..7.5..,expert,145796832389241657276538149762953418913864725458127396534689271627415983891372564,
45..7.8.....6.8.4...81..2.5.4....56.1.3.....2.7......3.....2..8....34...536......,expert,451279836327658149698143275849327561163495782275816493714962358982534617536781924,
5..3...928...9..4...2.7......8...2....5...1...9..12..34.3..7...2.....3.8..7....1.,expert,574381692831296745962475831148639257325748169796512483413857926259164378687923514,
......2.......5.6497.1.......83.....7..6...8.61...4.93.36....5..5...91...........,expert,564983271381275964972146538248397615793651482615824793436712859857439126129568347,
...9.3.7...9...5...56.2......57.....8.............5.93.13..8..6.2....78..7.2.9.3.,expert,241953678389647512756821349135792864892364157467185293513478926924536781678219435,
.3.......1..6.4....9.82...3..3...489..5.....6.2..8....2.4....5........3..68....12,expert,432159867187634295596827143713562489845791326629483571274316958951278634368945712,
2.598.7......6.2...9.47..36.2...8.....9..6.5.87.5..6...5..................7....84,expert,265983741743165298198472536526318479319746852874529613952834167481697325637251984,
....8......7.14......9.....6.1.3..9...24.96......7.....7.3.2.4.1..76.8..2.9....6.,expert,463587912927614358518923476641238597782459631395176284876392145134765829259841763,
..73..2...89...7..2.5.1.83.5....1.8....835...........9....2..5....9.7...1..5689.2,expert,417386295389452761265719834574291683926835147831674529798123456652947318143568972,
8.....9....1......59..63...16....3.97.9.2.....5.......6..2.....37.15.8...1..386..,expert,826514937431972586597863241164785329789321465253649718648297153372156894915438672,
.6.....7....9.3...1.5.......59..7.3.............1..467.36.1.79.91.4..2.32.4....16,expert,362541879748923651195678342459267138671384925823195467536812794917456283284739516,
.2.....35....159..6.4.9....4..3...5.......4...1......6.....73..3..5.16.2.9.4.....,expert,129648735738215964654793821486372159275169483913854276561927348347581692892436517,
5......4..47...6....1...7...19...86..35......4.......1.7..8.1..8..5.3.....396.48.,expert,568271349247839615391654728719325864635148297482796531976482153824513976153967482,
8.......129...3.6.1....8..3...4....76....24...2.8.96.....9...1...12..9.....3...48,expert,836594271295173864174628593589436127613752489427819635768945312341287956952361748,
7.....9..8............6.37.3..7..2......9..5.2.743..69..4..8.....9.4.6.....2..5..,expert,761354928853927416942861375395786241486192753217435869534678192129543687678219534,
3...8...6..8......7..3.4.....75..........6.....6.93.8.....47.594....5.6.92.8..7.4,expert,359182476148679325762354918297518643834726591516493287683247159471935862925861734,
.4..52.....5.1....86.7.3.1..76......2..5..4.....23..7.6.8..52..5....43....438....,expert,143652987795418632862793514376849125281567493459231876638175249517924368924386751,
......2...6.7.........42..6.......3...93.14....64....7471.5.9.2.2...4.7..5....61.,expert,197536248264789351835142796542867139789321465316495827471653982628914573953278614,
32..6.....7.1...8.9.5....7.............7.23..5..6...19........71..5.382.....2..5.,expert,328467195674195283915238674867319542491752368532684719256841937149573826783926451,
..1....2.46.27...82..5..7..7251....4..84.3.5..............4....8..731.6.1..8.....,expert,571384629463279518289516743725168394698423157314957286957642831842731965136895472,
.5..21...9.3.86....613.5..86.......2....5..4......389..8..4..6.......95..3......1,expert,857421639923786514461395728695814372378952146214673895589147263146238957732569481,
..2..6.59...38..4.....49..667.........9..246..3.....8...8..49...2..7.......9.....,expert,842716359196385742753249816671458293589132467234697185368524971925871634417963528,
....58....3......7..1..49.389......4.52..9..1...27........2.4..........9..35..1.8,expert,947358612638912547521764983896135274752489361314276895179823456285641739463597128,
.......6..281..4.....493.......2.....4.6..18........3..15...8.4..98.5..32....9...,expert,594278361328156479671493258836521947942637185157984632715362894469815723283749516,
2..........3415.......8.3.5........718..32.5.4....782.......51.........48..3.1792,expert,258763941973415286641289375532894167187632459496157823324976518719528634865341792,
.2..18......5.....3......72......4.9..91.3.8.2..97...3.74..2..8....9...5......92.,expert,427318596896527341351469872713286459569143287248975613974652138132894765685731924,
...5...1......28..86.7....35.......4........2....2867...1..73...53.1...6..23..5..,expert,237586419915432867864791253526973184178645932349128675691257348453819726782364591,
6..........34........8....3.3471..2....3..9.7..2.8...4.6.....4.1..27...6.78.3..1.,expert,681923475923457861457861293534719628816342957792586134365198742149275386278634519,
..49..........1...1..7.3..4.6.1.......1..6..27...2...16..4.82.7.....2.3643...7.18,expert,824965173379241865156783924263154789591876342748329651615438297987512436432697518,
..9..6.8.1.67..9...4..2........31....1..8...22.86.7.9.394........2.7.........3..8,expert,739416285126758943845329176967231854413985762258647391394862517582174639671593428,
.8.2..54.....3...9.5....8.3.43..6.....7.9.......4.......28..9..67......25....2468,expert,386219547724538619159647823943786251267195384815423796432861975678954132591372468,
..17...8..9......5..716.3..1..3.7..88....2..1.3....2...8.....6.2...3....56.......,expert,321795486698423175457168329142357698876942531935681247783514962219836754564279813,
8.7.......6..9....9.1268....1.42..76...6..5...7..5.2..72...........4.75....1.9...,expert,847315629263794185951268347519423876432687591678951234724536918196842753385179462,
...75..9.5..............41..7.91.3.465.......4..5...7....4.2........173....63....,expert,126754893594183267387269415872916354659347128431528679963472581245891736718635942,
6.......7......8.5.89.....1.....5...9.167....2.8......1..2.8.36.9...6.5....5.9.12,expert,614853297723961845589427361467385129931672584258194673175248936392716458846539712,
497.....5.5....8.....2..7.4.8......15..3..4..7....5.....4..9.8.815.......3..1..7.,expert,497681325352947816168253794983476251521398467746125938274569183815732649639814572,
....7....165...24..7....8.58........65.3...1...7.2.....8473....23...5........4.3.,expert,428576193165893247379412865813659472652347918947128356584731629231965784796284531,
...9..7.....68..2.89.7...5...2...531.1......2..........5..7.96..63........13.5...,expert,126953748537684129894712356672849531419536872385127694258471963763298415941365287,
4....57...854....337.82...1.5....1.7.3..7..8.7....45.....2.....1...56..........4.,expert,412365798985417263376829451854693127631572984729184536567248319143956872298731645,
.3..5.........31.6..9.......26.31..8......2...7......59......7.85...26.3.....6..1,expert,632157489785943126419268537526431798398675214174829365963514872851792643247386951,
.8...9.7.1.7.....62.6..41.....671.9.4.............82........75.8...2...99.......4,expert,384169572157832946296754138528671493431295687769348215642983751815427369973516824,
.......7...5....64.6..3.895......5..74.6......59.18.36...79..8......4..1.9.8.1...,expert,938546172175982364462137895816273549743659218259418736621795483587364921394821657,
914.....5.7..9.8.....4.1..3.4.9......318.6...6...53............5....463...93...8.,expert,914638725376592841258471963845927316731846592692153478163789254587214639429365187,
6..5....4...2.....13.....5..9...2....4..5.8..8.614..25......2.....63....95.....46,expert,627513984589264137134978652395782461241356879876149325768495213412637598953821746,
....4.38.5....7......23.......9......4..2359......8.6...3..64...5...4...68.57.93.,expert,762145389539687214418239657825961743146723598397458162973816425251394876684572931,
3.6.......9.637......92.5............5.....6..713..9.2.1..4.....65....79.....12..,expert,326415897598637421147928536634892715259174368871356942712549683465283179983761254,
7....451..5..26.43...5.16.2.48.......1..4....2.76.8.....2.....68......34.34......,expert,726384519951726843483591672648152397315947268297638451572413986869275134134869725,
....6..89......16..........1.7.952.6...71..95..5.3....3...5.........6328.8.2....7,expert,234561789598427163716389542147895236863712495925634871372958614459176328681243957,
.3...6.58.96.2....8..........95..3...5..7...62...1..9.57....6....1....759.8....2.,expert,132496758796825431845137962619542387354978216287613594573281649421369875968754123,
...9.8..6.83.142..9.4............13.1.......8..2..6.79..7.........6...234..3..86.,expert,215978346683514297974263581756489132149732658832156479367825914598641723421397865,
.......4.4....2.3.2..3.9..8.89..1......8...9.......7.1...4..3.53.5.1.42..9.....1.,expert,938756142457182936261349578789231654146875293523964781812497365375618429694523817,
5....7.4.......91.1....25.724..16.....5.7....97..3.26.4.......5.....3426......19.,expert,582197643734568912169342587243816759615279834978435261426981375891753426357624198,
...65.......94....54....6....34....7.9....23527.....9.......5..3.6..98..4...8...2,expert,139658724762941358548723619653492187894167235271835496987214563326579841415386972,
46..9.15.5.3.....281....9.36.591..4.....8.......6........3216.....85.3...........,expert,467293158593178462812546973635912847149785236278634591754321689926857314381469725,
..73.8....2....31..8..........9....559....2.48....49.17...4..2...3.8...7.....1453,expert,417328596625479318389156742174932685596817234832564971751643829943285167268791453,
6.4.8..272..9..1....9......7..6..3..........83..2.7.1........8..2.3..4.693.......,expert,654183927283975164179462835795618342412539678368247519541796283827351496936824751,
83...4..7..6...1....793....3..148...6.1.....8..4....3...8329..49.............7..6,expert,839514627546782193217936845352148769691273458784695231168329574975461382423857916,
..192.....8....3.......1.7...5.....4.9.3..2.51.4..7.3....1.....5..738.2...24....7,expert,751923648286574391943681572325819764897346215164257839478162953519738426632495187,
4.1..2...23.176....6.4......4....38..9..1.64...8..71...........8..69.....1....23.,expert,481952763239176458765438921147269385392815647658347192974523816823691574516784239,
9.....5...35...92..1......45..23...7..7.4....28.5.13........2....39..4...9.....15,expert,974162583635784921812395674541236897367849152289571346756418239123957468498623715,
4........8.2..71.....4..8.298..4..2.24......33.1...9.....2..79..........7.58..2.1,expert,419682375862537149573491862986143527247958613351726984634215798128379456795864231,
56..8.174.....92.82.8.7...5..62.1.4...4.5.9.....7...5..7..25.1....9......1.......,expert,569382174137549268248176395356291847724658931891734652673825419485913726912467583,
...4....7..98..4...649..1..59.........82........19..58.17..8.....5.24....2.....6.,expert,832461597159873426764952183591386274378245619246197358617538942985624731423719865,
.....6.....6....1.5812.....1...97..5..8.64..2..78.5..4214.....7..5...4..9......2.,expert,739516248426978513581243769142397685358164972697825134214689357865732491973451826,
.8.2..6.3.3.9.....9.1...2...597...823.....5....7...........17..2..89..6..1..6....,expert,785214693632958417941673258459736182328149576167582934896321745274895361513467829,
.....57..8.1.4..5.....6.14..741...86.8....5..2..8.7..35..........7...3.44..6.....,expert,642915738891743652735268149374152986189436527256897413568374291927581364413629875,
...6.4...564.2.....8.....9...23.8.....6.5.....5.2.9.3..95....2.7.....4...2..9....,expert,179684253564923718283175694912368547346751982857249136695437821738512469421896375,
..36.2.1..4...73.28....4.69.......2..37..8....1.36.4......9..41.948...3....1.....,expert,973682514546917382821534769659471823437258196218369475385796241194825637762143958,
...3..4...3.....67.7.......26...1.......2...5...79632...41.3.....5..41.3......27.,expert,852367419931842567476915832269531748317428695548796321724183956695274183183659274,
1.5.6..2..3..4.6.14.9...............7...1.4.5...2....69..45..12....7......2..974.,expert,185367924237948651469521387651794238723816495894235176976453812348172569512689743,
2..9...........4.....12....7.......3..9.15..7..4.8.5....14..3...7.89.....93...85.,expert,215934768938576421647128935756249183389615247124387596861452379572893614493761852,
.7......16........39.5....7.....7.9....9.8..2..816.7.3.1......9.....91..75..3...8,expert,475296381682713954391584267164327895537948612928165743816472539243859176759631428,
3....7...95.31.4..7.825..3.41..8.7925......83........4...5..2.....1..8.7....7...9,expert,361847925952316478748259631413685792576924183829731564137598246294163857685472319,
.......15..2.1...37.....8..5..4....8...6...2...6...7..4....7..6625...4....1....5.,expert,964738215852914673713562849597421368138679524246385791489257136625193487371846952,
.2.7......9....26...7....84.82........94.....1.......3..4..8..6....6..389...234..,expert,825746319493815267617392584582639741739481652146257893354978126271564938968123475,
84...6....9......86.1.........7.3.19...46....7839..6.4459.....6....9...7.....14..,expert,847536921295147368631829745564783219912465873783912654459278136126394587378651492,
68...59........6....3....4...........7143..5....78..69.....18......58.9....6....7,expert,682145973745923681193867542826519734971436258534782169469371825317258496258694317,
...2..5......18....476...9..71....5......5.265.6.9.1.8..8.2.........9......86.7..,expert,689247513352918467147653892271386954894175326536492178718524639465739281923861745,
..2........316.7...687.5....37.12.....58.7..2...63.9...7.3....8.......6....2.6...,expert,752943681493168725168725394937512846645897132821634957276359418589471263314286579,
..........14....278.6.....4.8..6...5..219...89..84.....67...5........6...4...72.1,expert,795428316314956827826371954483762195672195438951843762167289543238514679549637281,
.54.......187......6...4.87.9.1..65...5..8.43..1..5.7....3.6....8.............961,expert,754839216318762594962514387897143652625978143431625879179356428286491735543287961,
.3..6..1.6.271.3....1..9.86.1.3......5.2..9........7....5..8..9.....3.....617....,expert,539862417682714395741539286914387652857246931263951748375428169128693574496175823,
.........2..1...46....681...3458.6..7...1..581.....7....2.......534...2.....5...4,expert,561743289278195346349268175934587612726319458185624793492831567853476921617952834,
.8..12.......6.....3.4..7...2..3..6.3.72..9.1..1..4.8.29........1....346...8...2.,expert,789512634154367892632498715928135467347286951561974283293641578815729346476853129,
58...739..13...7..7....4.8........129.5......1..43.......1..9....4925..8.....8...,expert,582617394413892765769354281836579412945281673127436859258163947674925138391748526,
...7.3...1.2....3..7..59.........5.9.....6.738.7....62..13..85.3...2.....8..6....,expert,568713294192648735473259618634172589925486173817935462241397856356821947789564321,
1...2.58...2.1...79..7.............35...629...1.87..26....8..3....1.37.5...6.....,expert,173926584862514397945738612627491853584362971319875426456287139298143765731659248,
9....12..56.............9....4.....912.7.436.6.3.........6.24...4..1......14.9.75,expert,937861254562943781418275936874356129125794368693128547759682413346517892281439675,
...5..........912.....3.....2.45..9....9.8...1.....6....8....6.35..6.4..29...1..3,expert,961527834734689125582134976823456791675918342149273658418395267357862419296741583,
28.67.......4....3.7...8..24..8..39...5..96.......6......7....9....23...3.2.....4,expert,283675941651492873974138562426817395835249617197356428518764239749523186362981754,
.47.....85.........61....4..1....9.......6.742.8.9...6.9.8.4..16.2.......8.7..2..,expert,947531628523648719861972543416387952359216874278495136795824361632159487184763295,
....5..8.8.7...1......2...3.......16......35...63..4.2.63..2...7.846...54.5..72..,expert,239154687857693124641728593394275816172846359586319472963582741728461935415937268,
..6..59......4..5.1.2.....4..1...6.7....2.5..93.47......965.41.............719...,expert,846135972397842156152967384421598637768321549935476821279653418613284795584719263,
2...9........2.3.8..85.......546...2.7...8......93...5..2....96.3..7.....6...2.5.,expert,213896547659724318748513629895467132371258964426931875182345796534679281967182453,
.92.......7...8..953.....2...3.6.87.7....2..54..3....685....9......56.........3..,expert,192675483674238519538194627213569874769842135485317296857423961321956748946781352,
.....7......85.4...7.2........1.2.79.......34.2.9.3.5.8.4..1593..9.....8.......1.,expert,482317965931856427675294381543162879196578234728943156864721593219635748357489612,
5.........4.981.2..1.....7.....6..42..1.......6.....1.1.5..7.64..6.4..8548.5..2..,expert,592674831347981526618235479859163742731429658264758913125897364976342185483516297,
.58..64..3.1............83.815...3...4....25.6..8....7............6..7.45734..62.,expert,758936412361248975294517836815724369947361258632895147486172593129653784573489621,
.5.1.3.2....8..71..6......864...5.............3..6..7.4....1.6.8.5.....4...57.2..,expert,758143629394826715162759348647295831289317456531468972423981567875632194916574283,
.......9..4.7.862...7..5...9....7...48......5.....246...6...2.4.......788.3.24...,expert,328641597549738621617295843965417382482963715731582469156879234294356178873124956,
.6...581...36..4...85..49....7.6.........3.......7...1..1.....8.7..16.5.49.3....6,expert,964725813713689425285134967827461539146593782539872641651247398378916254492358176,
..8.1.4..1......5....2...37.7.4......49..7..2..53...9...4..........9.....2.87...5,expert,258713469137946258496285137872459316349167582615328794584632971761594823923871645,
7..3.5.............15.9.3..9.6..4.1..41..29.5.....1.26.7.......6..5......94...1.7,expert,789325641463178259215496378926854713341762985857931426178649532632517894594283167,
...3.7.......9....47.65..........6..9.2...1.4....167.5.5.9.14.....5.....19..435..,expert,581327946326194857479658231715489623962735184834216795253961478648572319197843562,
....5.3.7.1.9.7.....81..5..4.3...................7.84.6.154..8.3...1.....7...86..,expert,946852317215937468738164529453281976867495132192673845621549783389716254574328691,
..61.75.....3....73.84......9..6..53..35....48.....61.......49....7....6.8.69....,expert,426187539951326847378459261192864753763512984845973612617235498539748126284691375,
.2..3.1........527...6.....6....3..12......6.831..92........75.5.3.7.8..18......3,expert,429735186316894527758621439675283941294157368831469275962318754543976812187542693,
6...7.....2....43....53.....9....3548.............296.78..2..9.3....6.4.5.....7.2,expert,643271589125968437978534126291687354836459271457312968784125693312796845569843712,
..495...8....81..5.8....19..7...6.4.......2.9......8.....5.29..19..7.526....6....,expert,214957638936281475785643192579826341348715269621394857867532914193478526452169783,
9....4.....13......6.95.17..7....8..4...68.3.65..4...9..48..9.............6.3..8.,expert,927614358541387692863952174372591846419268537658743219134876925785129463296435781,
6..........38.9.1...1..74.6.3.....2.1743.....9.2.......8..9.6..............134.9.,expert,625413879743869512891527436538946127174382965962751384387295641419678253256134798,
...8.........6..4.71...4..6...1.27..6....52......7...5..7.......8..3.51..25..1..4,expert,546813972932567148718924356853142769674395281291678435167459823489236517325781694,
....8.........498....16..456......3.18..4.56..4.......31.62....9.........589.13..,expert,534289671261754983879163245695812734182347569743596812317625498926438157458971326,
....7...6.....9..2...812.7.63.....19..2......4..2...6.3..9.1.......86.43..84.....,expert,281374596743659182956812374635748219892165437417293865374921658129586743568437921,
....42..1....3.86..1...7.3.....24..643.5.6.7.....1..5..21.......4....3.8..6......,expert,853642791792135864614987235175324986438596172269718453921853647547269318386471529,
.8...92...4.2..7..3.....8...32..7..58...4....95..3.17.....51...........9.....8.3.,expert,685379241149286753327514896432167985871945362956832174793451628568723419214698537,
..674.....8....7....5....61.7.68......4......5...7.19.8......45....652....2..46.9,expert,216749583983156724745238961179683452624591837538472196861927345497365218352814679,
...6..58........74.4.......5.7..............98..7.2.....284..9..7..2..5..1497..6.,expert,739614582286593174145287936527469813463158729891732645652841397978326451314975268,
....5.3.....76...........19.....51....59...74.1.23.....9.....2.7..4216........4.5,expert,984152367531769842672843519249675138365918274817234956493586721758421693126397485,
...32...712.5.9....6...............6..9..6.....17..5...3....19.9...3..52.1....4..,expert,495328617127569384863417925254193876379856241681742539536274198948631752712985463,
...8...3.4..6.2..........5..6..........3.754..2...49......8.7..59.4..2.......9..8,expert,672895134451632879983741652764958321819327546325164987146283795598476213237519468,
.....57.3...6.........4396......6.9....8.75..9..1...3..4..79...63.5..1.9......48.,expert,468925713793618245125743968257436891316897524984152637841279356632584179579361482,
...3.1..6.4.5.629.6.57....3319..4...........2.74....1..57......9.1..27.4.........,expert,792341856143586297685729143319274568568193472274865319457938621931652784826417935,
.2....19..3...7.....1....6..62...9..4........315..9.2..43......9..3...14....6...7,expert,724836195639157842581492763862543971497281356315679428243715689976328514158964237,
41.3..25...3.8...1..2.4..6....1.8............65....8..19...25...2......9...8.36..,expert,417369258563287941982541367239158476874936125651724893198672534326415789745893612,
2..5.8.1.45...19....1..............1....76.8.6.......2.9..1.7.85..6....4.....5...,expert,269548317458731926731962845875423691924176583613859472396214758582697134147385269,
.6.4..53......8..4.5....2....4.9..5..9............26..2.5...3..8....6.7563.7.49..,expert,762419538913528764458367219124693857396875421587142693275981346849236175631754982,
..9....5..6.3.4.9.4.7.......4..3...7...5.8.....1......1...6.4...7.8.......89.5...,expert,319687254862354791457192368546239817723518649981476523195763482674821935238945176,
....3.4.218........4.6..7...7.2.9..62...4..7...48.3.9..3..18.............2.4..3..,expert,765931482183724659942685731378259146259146873614873295436518927897362514521497368,
.8...5.......1....9...2...1.4...68..25...........97..61......48..4.6..1...8...79.,expert,481635927562719384937824561749156832256483179813297456195372648374968215628541793,
2......3...4...9..8.....5..3...9518...........7......2.37.5189.19..37........4...,expert,219578634754316928863429571342695187681742359975183462437251896196837245528964713,
.86...9.3.4..3..76...2.6.8......9....3...42..57...3.......5.3..823...56.9........,expert,186745923245938176397216485412589637638174259579623814764851392823497561951362748,
......4.2..92.6.7.....953......2.....6.417.2....5.3....7.951.64.5..3..........9..,expert,615378492839246175427195386541629738368417529792583641273951864956834217184762953,
.....71.6...5937...5.6.........5.......7..3.8.....1.6...1...84...9..5..7.3794...1,expert,394287156216593784758614293163859472945762318872431965521376849489125637637948521,
6.7.35.....14..3..........1...713.4.7.............45.....3..91...6....5...49..723,expert,687135294921487365435692871258713649743569182169824537572348916396271458814956723,
.1.....9........8.......4.6.49.....2.2.8..6..1.8.2..5.8...4...9.51.67.....62.1.75,expert,214678593635492781987135426549716832723859614168324957872543169351967248496281375,
...3...1.9.1.7.8..........2.7423..5.....1.9....25........4...832.......9..7...2.4,expert,428395716931672845756148392874239651563714928192586437619427583245863179387951264,
